assetid;balltype;teamcolor1g;teamcolor1r;teamcolor2b;teamcolor2r;teamcolor3r;teamcolor1b;latitude;teamcolor3g;teamcolor2g;teamname;adboardid;teamcolor3b;defmentality;powid;rightfreekicktakerid;physioid_secondary;domesticprestige;genericint2;jerseytype;rivalteam;midfieldrating;matchdayoverallrating;matchdaymidfieldrating;attackrating;physioid_primary;longitude;buspassing;matchdaydefenserating;defenserating;defteamwidth;longkicktakerid;bodytypeid;trait1;busdribbling;rightcornerkicktakerid;suitvariationid;defaggression;ethnicity;leftcornerkicktakerid;teamid;fancrowdhairskintexturecode;suittypeid;numtransfersin;captainid;personalityid;leftfreekicktakerid;genericbanner;buspositioning;stafftracksuitcolorcode;ccpositioning;busbuildupspeed;transferbudget;ccshooting;overallrating;ccpassing;utcoffset;penaltytakerid;freekicktakerid;defdefenderline;internationalprestige;form;genericint1;cccrossing;matchdayattackrating
110316;55;15;220;200;30;220;21;41;0;30;Gazélec Football Club Ajaccio;1;0;58;-1;182166;2;7;-1;1;614;67;65;66;70;1;8;39;63;64;39;182166;0;256;34;182166;0;41;2;225150;110316;0;2;0;207946;0;182166;0;0;0;0;39;2000000;49;66;39;1;207946;182166;0;1;0;-1;49;69
110326;55;165;24;1;1;255;218;47;255;1;Tours FC;7;255;47;-1;189175;2;8;-1;2;1530;66;67;65;68;1;0;50;63;64;67;189175;1;320;43;189175;1;37;2;189175;110326;0;1;0;188146;0;189175;0;0;0;1;51;1250000;67;67;37;1;169805;189175;1;6;0;-1;63;67
110329;37;1;226;52;96;255;26;53;255;71;FC St. Pauli;18;255;44;-1;222542;2;16;-1;2;28;71;69;71;72;1;9;51;68;69;63;222542;2;162;69;222542;0;39;2;222542;110329;0;2;0;211378;0;222542;0;0;0;0;53;7000000;63;70;39;1;211378;222542;0;2;0;-1;55;74
110373;202;46;165;255;255;165;55;40;46;255;U.S. Salernitana 1919;9;55;46;-1;225844;2;8;-1;2;48;66;67;65;67;1;14;38;66;68;68;225844;1;0;19;262333;1;53;5;262333;110373;0;0;0;236368;0;225844;0;0;0;0;39;5000000;49;69;39;1;236368;225844;0;2;0;-1;79;67
110374;243;8;57;255;255;74;142;43;11;255;ACF Fiorentina;9;181;68;-1;258976;2;16;-1;2;45;77;77;78;76;1;11;40;76;76;40;258976;0;24;50;234112;1;60;4;234112;110374;0;0;0;236610;0;258976;0;0;0;1;40;25000000;60;77;40;1;236610;258976;0;15;0;-1;60;77
110378;211;128;0;255;255;0;255;40;128;255;PAS Giannina;1;255;42;-1;215610;2;14;-1;0;111299;65;65;65;66;1;21;42;64;64;54;215610;0;10;52;275271;0;56;2;275271;110378;0;0;0;208237;0;215610;0;0;0;0;44;700000;53;65;44;2;215610;215610;1;7;0;-1;40;66
110392;216;152;1;255;255;1;213;-31;152;255;Atlético Rafaela;1;213;58;-1;230023;2;7;-1;2;110406;65;66;65;67;1;-61;63;67;67;41;230023;1;256;73;230023;1;66;4;236283;110392;0;2;0;210532;1;230023;0;0;0;0;54;500000;71;66;64;-3;230023;230023;0;3;0;-1;70;67
110394;216;180;49;23;213;255;233;-34;255;33;Arsenal de Sarandí;1;255;25;-1;257549;2;15;-1;2;111710;65;66;65;66;1;-58;50;68;66;24;257549;0;0;46;257549;1;36;4;257549;110394;0;1;0;215049;0;257549;0;0;0;0;49;3000000;42;66;62;-3;243170;257549;0;7;0;-1;76;65
110395;216;40;117;52;117;255;52;-34;255;40;Club Atlético Lanús;1;255;67;-1;226797;2;17;-1;2;110404;71;72;72;72;1;-58;68;72;71;47;226797;1;168;73;226797;0;67;2;214772;110395;0;2;0;188268;0;226797;0;0;0;0;66;8000000;75;71;73;-3;152912;226797;0;9;0;-1;77;74
110396;216;1;1;21;225;2;1;-32;2;11;Newell's Old Boys;1;2;45;-1;215079;2;15;-1;1;110580;67;68;68;66;1;-60;36;67;67;31;212541;1;16;52;215079;1;63;4;212541;110396;0;2;0;240963;1;215079;0;0;0;0;37;4000000;57;68;37;-3;240963;215079;0;9;0;-1;57;69
110404;216;153;1;255;255;1;51;-34;153;255;Club Atlético Banfield;1;51;28;-1;245138;2;13;-1;1;110395;69;71;70;74;1;-58;71;72;72;26;245138;1;264;35;245138;1;21;4;245138;110404;0;0;0;142966;0;245138;0;0;0;0;70;5000000;70;70;73;-3;245138;245138;0;6;0;-1;69;74
110405;216;1;1;1;208;255;1;-34;255;1;Chacarita;1;255;47;-1;212506;2;9;-1;2;111715;62;63;62;66;1;-58;36;64;62;41;212506;1;128;53;240410;0;49;2;240410;110405;0;1;0;212506;0;212506;0;0;0;0;38;1000000;53;62;33;-3;240379;212506;0;1;0;-1;53;65
110406;216;1;1;31;228;1;1;-31;1;21;Club Atlético Colón;1;1;59;-1;192906;2;9;-1;2;111716;70;71;70;72;1;-60;36;73;72;40;216036;0;309;55;192906;1;42;2;192906;110406;0;1;0;192906;0;192906;0;0;0;0;40;4000000;50;71;40;-3;192906;192906;0;4;0;-1;50;72
110452;211;0;0;255;255;0;255;37;0;255;Atromitos Athens;18;255;56;-1;233600;2;14;-1;1;110452;70;68;70;67;1;23;41;69;69;55;275380;1;0;48;275380;0;56;2;275380;110452;0;0;0;275380;0;233600;0;0;0;0;40;2000000;52;68;43;2;275380;275380;0;9;0;-1;48;67
110456;55;7;241;255;255;240;9;50;0;255;Valenciennes FC;7;0;59;-1;116762;2;11;-1;2;65;67;68;66;74;1;3;50;67;67;35;116762;1;1;36;116762;0;45;2;116762;110456;0;2;0;116762;0;116762;0;0;0;0;53;800000;52;68;59;1;116762;116762;0;11;0;-1;65;74
110466;211;255;255;255;0;255;0;32;255;0;FC Fastav Zlín;1;0;50;-1;272973;2;6;-1;1;113142;50;50;50;50;1;35;50;50;50;50;190873;1;0;50;272973;0;50;2;272973;110466;0;0;0;272966;0;272973;0;0;0;0;50;810000;50;50;50;2;272966;272973;0;2;0;-1;50;50
110468;211;7;182;102;10;249;36;49;220;10;Viktoria Plzeň;1;32;50;-1;251221;2;15;-1;0;267;68;68;68;66;1;13;70;67;67;70;251221;0;0;1;251221;0;75;1;251221;110468;0;0;0;199244;0;251221;0;1;0;1;50;8000000;75;68;85;1;244793;251221;1;8;0;-1;40;66
110482;71;10;226;250;250;10;26;51;10;250;Hallescher FC;1;10;45;-1;204139;2;4;-1;2;110588;64;65;66;63;1;11;71;65;63;44;204139;1;0;53;204139;1;43;2;238697;110482;0;2;0;238693;0;238697;0;0;0;0;63;500000;74;63;73;1;238693;204139;0;1;0;-1;69;64
110500;37;213;239;167;40;34;34;52;100;93;Eintracht Braunschweig;18;235;43;-1;211881;2;9;-1;2;485;69;69;68;69;1;10;71;69;69;68;211881;0;342;77;269256;1;42;2;269256;110500;0;2;0;192660;1;211881;0;0;0;0;69;3500000;78;69;72;1;192660;211881;0;9;0;-1;76;70
110502;37;78;1;255;255;25;158;49;150;255;SV Darmstadt 98;1;255;68;-1;199413;2;8;-1;1;1824;69;70;69;70;1;8;38;71;72;47;199413;1;48;27;199413;1;67;2;199413;110502;0;2;0;208470;0;199413;0;0;0;0;37;8000000;57;70;37;1;199413;199413;0;7;0;-1;57;67
110536;211;0;0;17;238;255;255;37;255;210;Asteras Tripolis;18;255;65;-1;229432;2;14;-1;1;278;66;63;66;61;1;22;40;65;65;47;114668;1;384;38;229432;0;62;2;229432;110536;0;0;0;206429;0;229432;0;0;0;1;40;2500000;42;63;44;2;234503;229432;0;10;0;-1;42;61
110540;211;0;0;255;255;0;160;37;0;255;Apollon Smyrnis;1;160;34;-1;275800;2;14;-1;1;1884;50;50;50;50;1;23;56;50;50;53;196582;1;0;46;196582;0;38;2;275800;110540;0;0;0;164046;0;275800;0;0;0;0;43;600000;42;50;46;2;50012;275800;0;10;0;-1;43;50
110548;211;0;128;255;0;255;0;39;255;0;AOK Kerkyra;1;255;46;-1;158663;2;11;-1;1;110537;63;64;63;65;1;20;57;65;65;44;190095;1;320;53;158663;0;38;2;158663;110548;0;0;0;190095;0;158663;0;1;0;1;47;600000;44;64;44;2;212551;158663;1;4;0;-1;41;65
110549;211;128;0;255;0;255;0;38;255;128;Levadeiakos;1;255;40;-1;189012;2;11;-1;0;111311;66;64;66;65;1;23;46;63;63;55;212568;0;0;42;275346;0;40;2;275346;110549;0;0;0;208254;0;189012;0;1;0;1;40;600000;48;64;48;2;208223;189012;1;9;0;-1;40;65
110554;216;255;255;85;1;0;255;-34;99;52;Quilmes;1;157;51;-1;226123;2;13;-1;2;111710;64;65;64;64;1;-58;71;67;67;57;226123;1;257;61;235159;0;48;2;232347;110554;0;1;0;215250;0;226123;0;0;0;0;61;500000;62;65;60;-3;208158;226123;0;3;0;-1;64;64
110556;243;2;197;78;20;255;7;44;255;33;Genoa CFC;9;255;44;-1;201144;2;16;-1;2;1837;76;76;76;75;1;8;53;75;75;40;201144;0;5;35;206159;1;38;2;201144;110556;0;0;0;201144;0;201144;0;0;0;0;52;9000000;40;76;38;1;201144;201144;0;14;0;-1;64;74
110569;38;0;210;255;255;239;0;47;18;255;Dijon FCO;7;9;49;-1;220198;2;9;-1;2;57;72;73;73;72;1;5;69;71;70;66;220198;0;72;25;220198;0;38;2;220198;110569;0;0;0;188270;0;220198;0;0;0;0;73;5000000;76;72;68;1;188270;220198;0;9;0;-1;32;72
110576;55;78;3;255;255;4;162;46;97;255;Bourg en Bresse;1;200;45;-1;230019;2;4;-1;2;110576;67;65;66;66;1;5;38;63;64;53;230019;1;0;30;230019;1;69;2;230019;110576;0;2;0;188688;0;221177;0;0;0;0;40;500000;45;66;35;1;221177;230019;0;2;0;-1;45;62
110580;216;41;2;1;249;2;118;-32;41;200;Rosario Central ;1;118;46;-1;226765;2;15;-1;1;110396;70;71;70;73;1;-60;37;70;69;67;226765;2;132;31;224104;0;55;4;224104;110580;0;2;0;165560;0;226765;0;0;0;0;36;5000000;31;70;31;-3;165560;226765;0;8;0;-1;61;73
110588;54;89;7;255;255;7;180;52;89;255;1. FC Magdeburg;1;180;66;-1;229384;2;12;-1;2;110482;66;66;65;67;1;11;36;67;67;43;229384;1;0;25;229384;1;63;2;229384;110588;0;2;0;252078;0;229384;0;0;0;0;38;800000;43;66;33;1;252078;229384;0;7;0;-1;73;67
110591;71;103;0;0;248;255;207;50;255;236;Carl Zeiss Jena;1;255;26;-1;238951;2;6;-1;2;100424;64;63;63;63;1;11;73;62;63;26;238951;1;8;42;238951;0;27;2;238951;110591;0;2;0;238951;0;238951;0;0;0;0;71;500000;72;63;52;1;225075;238951;0;2;0;-1;42;63
110592;71;27;208;255;255;0;44;50;148;255;FSV Zwickau;1;222;47;-1;193111;2;7;-1;2;507;65;65;65;64;1;12;52;65;64;34;193111;0;72;48;193111;0;48;2;193111;110592;0;2;0;177099;0;193111;0;0;0;0;52;500000;34;64;48;1;177099;193111;0;2;0;-1;74;66
110597;240;68;1;255;255;1;148;53;1;255;SV Meppen;1;1;49;-1;200256;2;4;-1;2;487;63;64;63;68;1;7;67;64;63;40;200256;1;16;57;200256;1;53;2;238929;110597;0;2;0;238929;0;238929;0;0;0;0;72;500000;70;63;63;0;200256;200256;0;1;0;-1;67;68
110636;37;6;227;255;255;210;19;51;59;255;Fortuna Düsseldorf;18;0;44;-1;179516;2;11;-1;2;31;71;72;71;71;1;6;52;73;71;34;229973;1;4;41;210237;0;37;2;210237;110636;0;2;0;177129;0;179516;0;0;0;0;49;8000000;34;71;37;1;179516;179516;0;10;0;-1;71;71
110694;240;180;30;255;255;0;80;53;108;255;Werder Bremen II;1;64;46;-1;193311;2;4;-1;2;487;62;62;61;64;1;8;52;63;63;64;193311;1;6;80;238793;1;45;2;238793;110694;0;2;0;193311;0;193311;0;0;0;1;52;500000;64;63;45;1;193311;193311;0;1;0;-1;49;66
110700;71;74;47;207;77;255;138;52;255;117;Sportfreunde Lotte;1;255;44;-1;238594;2;7;-1;2;487;66;66;66;63;1;7;53;66;64;65;238594;1;16;75;238594;1;49;2;238594;110700;0;2;0;207895;0;238594;0;0;0;0;53;550000;65;64;49;1;238594;238594;0;3;0;-1;45;65
110724;53;232;255;0;235;235;0;51;202;13;KV Mechelen;11;35;46;-1;195065;2;12;-1;1;229;70;71;71;70;1;4;52;69;69;64;195065;1;2;37;212205;1;43;2;212205;110724;0;2;0;234903;1;195065;0;0;0;0;50;2200000;64;70;43;1;227689;195065;0;2;0;-1;77;70
110734;243;2;2;0;248;3;76;39;3;0;F.C. Crotone;9;135;27;-1;173146;2;6;-1;2;112026;70;71;71;70;1;17;67;70;70;27;173146;0;24;33;173146;0;26;2;173146;110734;0;2;0;239765;1;173146;0;0;0;0;69;5000000;63;70;43;1;239765;173146;0;8;0;-1;63;72
110738;202;1;1;142;1;1;1;43;1;69;A.C. Pisa;1;1;43;-1;240661;2;3;-1;2;110374;64;67;64;64;1;10;54;68;67;43;240661;2;0;56;252033;1;44;2;252033;110738;0;1;0;252313;1;240661;0;0;0;1;55;4000000;65;66;63;1;220829;240661;0;1;0;-1;67;64
110741;202;255;255;1;1;255;255;44;255;1;Spezia Calcio;1;255;58;-1;181318;2;6;-1;2;110556;66;68;64;71;1;9;51;68;69;56;181318;1;0;44;234760;1;60;2;234760;110741;0;0;0;235865;0;181318;0;0;0;0;56;7500000;54;69;58;1;235865;181318;0;2;0;-1;64;70
110745;211;9;240;30;251;224;3;53;39;222;Jagiellonia Białystok;26;45;47;-1;193632;2;11;-1;2;1871;68;67;68;67;1;23;66;67;67;47;193632;0;138;36;193632;0;62;2;193632;110745;0;2;0;197169;0;193632;0;0;0;0;73;3744000;77;67;72;2;193632;193632;0;3;0;-1;76;67
110746;211;0;0;0;128;255;116;53;190;0;Pogoń Szczecin;1;20;43;-1;165724;2;15;-1;2;873;68;66;68;66;1;14;51;65;65;33;165724;1;48;41;212014;1;44;2;212014;110746;0;2;0;209453;0;165724;0;0;0;0;51;2100000;33;66;44;2;209453;165724;0;6;0;-1;78;66
110747;211;31;236;255;255;199;36;50;32;255;Cracovia;26;39;27;-1;202589;2;11;-1;2;1873;65;65;65;65;1;19;68;63;63;28;202589;1;2;59;202589;0;27;2;202589;110747;0;0;0;225013;1;202589;0;0;0;0;70;4392000;63;65;43;2;225013;202589;0;4;0;-1;43;65
110749;211;82;253;1;1;255;0;51;255;1;Zagłębie Lubin;26;255;68;-1;201114;2;8;-1;2;111092;67;66;67;65;1;16;40;65;65;52;201114;2;0;42;201172;0;52;2;165667;110749;0;0;0;180810;0;201114;0;0;0;0;37;3912000;42;66;32;2;201114;201114;0;4;0;-1;42;65
110756;211;0;255;0;255;236;0;54;27;205;Arsenal Tula;1;36;47;-1;193191;2;5;-1;2;100767;69;70;69;71;1;37;51;71;71;63;193191;1;96;43;199058;1;47;4;224600;110756;0;0;0;193191;0;193191;0;0;0;0;51;2875000;63;70;47;3;210703;193191;0;2;0;-1;73;71
110765;240;1;1;1;1;255;255;37;255;1;Incheon United;1;255;45;-1;204722;2;11;-1;1;982;64;65;64;62;1;126;39;66;66;64;212532;1;32;43;204722;1;68;4;204722;110765;0;0;0;204722;0;222697;0;0;0;0;39;1700000;34;65;34;9;207565;222697;0;2;0;-1;74;62
110770;211;20;222;255;255;232;1;46;20;255;FC Sion;17;1;47;-1;108061;2;14;-1;2;324;68;68;67;70;1;7;50;66;66;67;108061;1;273;57;108061;0;31;4;108061;110770;0;0;0;199890;0;108061;0;0;0;0;50;6000000;67;69;31;1;199890;108061;0;7;0;-1;77;69
110776;240;0;255;1;1;255;0;37;21;1;Gaziantep F.K.;37;20;36;-1;271386;2;13;-1;1;101028;70;72;70;71;1;37;56;73;72;36;200700;1;0;66;200700;0;64;2;200700;110776;0;2;0;275065;0;200700;0;1;0;1;39;4000000;47;71;38;2;275065;271386;0;9;0;-1;50;71
110781;170;111;10;255;255;103;41;21;173;255;Club León;1;49;74;-1;186302;2;17;-1;2;1880;71;72;72;74;1;-101;52;71;72;37;186302;0;40;38;214169;0;67;4;214169;110781;0;1;0;253385;1;186302;0;0;0;0;50;3600000;69;72;61;-6;253385;186302;0;8;0;-1;67;74
110806;211;0;64;255;255;64;0;39;0;255;AEL FC;18;0;45;-1;275492;2;13;-1;1;110541;50;50;50;50;1;22;43;50;50;52;223119;1;0;46;275492;0;44;2;275492;110806;0;0;0;275404;0;275492;0;0;0;0;39;600000;53;50;56;2;275404;275492;1;6;0;-1;41;50
110822;211;3;159;255;255;185;25;54;18;255;FC Ufa;1;35;47;-1;199752;2;5;-1;2;111264;70;70;70;71;1;55;53;69;69;35;197893;0;8;55;199752;1;50;2;199752;110822;0;2;0;148255;0;199752;0;0;0;0;52;3366000;35;70;50;5;197893;199752;0;1;0;-1;54;71
110827;242;75;25;255;255;233;200;43;233;255;Real Oviedo;6;255;59;-1;183853;2;7;-1;2;459;71;71;72;70;1;-5;49;72;71;57;189211;1;256;47;183853;1;51;2;183853;110827;0;0;0;157270;1;183853;0;0;0;0;50;1650000;51;70;41;1;157270;183853;0;2;0;-1;67;70
110831;242;0;255;255;255;230;0;43;0;255;CD Lugo;6;0;49;-1;227990;2;4;-1;2;450;70;70;72;70;1;-7;36;68;68;66;227990;0;41;48;179528;1;44;2;179528;110831;0;1;0;188128;0;227990;0;0;0;0;38;1560000;38;69;38;1;188128;227990;0;1;0;-1;38;70
110832;242;0;255;255;255;222;0;37;0;255;Granada CF;5;0;25;-1;255781;2;9;-1;2;449;72;74;73;74;1;-3;71;73;73;38;255781;0;64;65;261204;0;34;2;261204;110832;0;0;0;261204;0;255781;0;0;0;0;70;8000000;71;73;51;1;261204;255781;0;2;0;-1;41;74
110839;242;70;40;85;155;240;175;42;240;55;SD Huesca;6;255;58;-1;209695;2;4;-1;2;244;70;71;71;69;1;0;40;70;68;54;209695;1;258;44;157479;1;56;2;157479;110839;0;2;0;200519;0;209695;0;0;0;0;39;3000000;34;70;34;1;200519;209695;0;1;0;-1;64;69
110854;242;1;1;35;233;138;1;41;34;39;CF Reus;6;34;45;-1;229359;2;3;-1;2;15019;68;68;68;70;1;1;52;69;68;54;229359;0;8;51;229359;0;69;2;229359;110854;0;0;0;174013;0;229359;0;0;0;0;53;1525000;54;69;69;1;229359;229359;0;1;0;-1;55;68
110876;211;255;255;0;0;255;255;48;0;0;Zorya Luhansk;1;0;55;-1;266518;2;16;-1;1;101059;50;50;50;50;1;39;46;50;50;53;266518;1;0;48;266518;0;43;2;266518;110876;0;0;0;230584;0;266518;0;0;0;0;54;1500000;50;50;56;2;229670;266518;0;8;0;-1;54;50
110886;211;136;10;255;255;0;55;44;0;255;PFC Ludogorets;1;0;53;-1;181411;2;15;-1;0;259;62;65;62;67;1;27;44;63;63;47;181411;0;0;58;181411;0;54;2;181411;110886;0;0;0;206295;0;181411;0;1;0;1;53;2000000;55;65;53;2;206295;181411;1;10;0;-1;45;67
110890;41;20;235;255;255;235;20;51;20;255;Crawley Town FC;3;20;48;-1;206558;2;3;-1;1;112259;62;63;63;64;1;0;52;62;62;69;183530;0;72;39;206558;0;63;4;183530;110890;0;2;0;183530;0;206558;0;0;0;0;52;600000;69;62;63;0;183530;206558;0;3;0;-1;69;64
110911;202;17;237;1;1;237;17;41;17;1;Foggia FC;1;17;59;-1;198079;2;4;-1;2;1848;65;68;67;68;1;15;70;68;67;34;198079;1;0;57;178215;0;60;2;178215;110911;0;2;0;201914;0;198079;0;0;0;1;69;2000000;65;67;68;1;201914;198079;1;1;0;-1;64;69
110913;53;241;244;182;43;233;0;51;222;51;Waasl. Beveren;1;12;76;-1;215480;2;9;-1;2;2007;67;68;68;72;1;4;50;68;67;68;206269;1;9;41;215480;1;78;2;215480;110913;0;2;0;205985;0;215480;0;0;0;0;51;1100000;57;68;44;1;205985;215480;0;1;0;-1;78;72
110915;202;255;255;1;1;255;255;44;255;1;A.C. Cesena;9;255;67;-1;190499;2;9;-1;1;189;66;67;67;68;1;12;50;65;66;65;190499;1;256;35;190499;1;65;2;190499;110915;0;2;0;171721;0;190499;0;0;0;0;53;3000000;37;67;41;1;227617;190499;0;2;0;-1;75;69
110929;211;176;252;1;1;1;52;-26;1;1;Kaizer Chiefs;1;1;60;-1;190471;2;10;-1;1;110929;69;70;69;69;1;27;39;68;68;64;190471;0;24;54;190471;1;58;9;190471;110929;0;0;0;165247;0;190471;0;0;0;0;39;2192000;54;70;34;2;165247;190471;0;5;0;-1;54;69
110930;211;1;1;255;255;255;1;-26;255;255;Orlando Pirates;1;255;43;-1;211260;2;9;-1;2;110929;70;68;70;65;1;27;73;66;66;54;211260;0;16;61;211260;0;46;2;211260;110930;0;0;0;207785;1;211260;0;0;0;0;73;1625000;64;68;76;2;211260;211260;0;5;0;-1;80;65
110955;240;51;0;0;255;255;102;31;255;0;Shanghai Greenland Shenhua;2;255;60;-1;196147;2;20;-1;1;111768;50;50;50;50;1;121;40;50;50;60;196147;1;0;40;196147;0;60;2;196147;110955;0;0;0;196147;0;196147;0;1;0;1;45;15000000;52;50;45;8;196147;196147;0;6;0;-1;40;50
110975;90;255;255;200;54;255;255;-33;0;112;Uni. Católica;1;0;75;-1;170719;2;18;-1;2;15029;68;69;68;68;1;-70;51;69;69;65;170719;0;144;39;170719;0;75;2;170719;110975;0;0;0;196069;0;170719;0;0;0;0;53;1800000;33;69;49;-3;170719;170719;0;6;0;-1;75;68
110976;90;112;19;255;255;5;73;-33;60;255;Wanderers;1;5;46;-1;213601;2;13;-1;2;112584;66;65;66;63;1;-71;53;64;64;55;213601;0;256;56;213601;1;66;5;213601;110976;0;0;0;172619;0;213601;0;0;0;0;50;940000;55;65;66;-3;172619;213601;0;4;0;-1;72;63
110977;90;0;234;0;255;1;0;-33;1;242;Unión Española;1;1;46;-1;203803;2;17;-1;1;101097;68;69;68;67;1;-70;40;69;69;45;203803;1;136;38;217990;1;52;2;217990;110977;0;0;0;214695;0;203803;0;0;0;0;38;1000000;58;69;38;-3;215267;203803;0;4;0;-1;78;67
110978;65;120;232;255;255;239;20;-26;140;255;CD Cobresal;1;24;47;-1;214437;2;10;-1;2;112533;65;65;64;66;1;-69;42;64;65;48;215120;1;0;48;214743;1;44;4;229165;110978;0;2;0;215120;0;214437;0;0;0;0;44;700000;54;65;44;-3;215120;214437;0;4;0;-1;56;66
110980;90;98;42;255;255;255;54;-34;242;255;CD Viñazur;1;0;66;-1;216020;2;20;-1;2;15029;73;72;73;71;1;-71;68;70;71;65;216020;1;128;79;216020;0;65;2;216020;110980;0;0;0;223248;1;216020;0;0;0;0;68;3000000;79;72;71;-3;223248;216020;0;7;0;-1;55;72
111019;216;45;235;255;255;0;46;-34;93;255;Argentinos Juniors;1;163;48;-1;253135;2;12;-1;2;101088;68;66;69;66;1;-58;53;66;64;45;253135;1;65;55;215148;1;57;2;215148;111019;0;2;0;176920;0;253135;0;0;0;0;49;3000000;45;66;57;-3;176920;253135;0;9;0;-1;51;66
111022;216;154;1;212;1;1;212;-31;154;154;Club Atlético Belgrano de Córdoba;1;212;26;-1;165787;2;8;-1;2;112670;69;69;69;66;1;-64;67;69;67;34;165787;0;322;56;215178;0;27;4;215178;111022;0;0;0;165787;0;165787;0;0;0;0;70;3000000;62;68;42;-3;165787;165787;0;5;0;-1;62;68
111045;197;1;1;255;255;255;1;-28;255;255;Figueirense;32;255;49;-1;166082;2;9;-1;2;111976;66;67;66;67;1;-49;54;68;68;52;166082;0;64;51;166082;0;50;2;166082;111045;0;1;0;135097;2;166082;0;0;0;1;63;600000;53;67;60;-3;166082;166082;0;6;0;-1;41;67
111048;0;0;0;0;255;0;255;-25;0;0;Paraná Clube;4;255;50;-1;268005;2;8;-1;1;1039;50;50;50;50;1;-48;50;50;50;50;268005;1;0;50;181392;0;50;2;181392;111048;0;0;0;190228;0;268005;0;0;0;0;50;400000;50;50;50;-3;271062;268005;0;5;0;-1;50;50
111057;197;27;233;36;36;249;35;-23;220;36;Sport Club do Recife;1;32;50;-1;204969;2;15;-1;0;111044;64;68;64;68;1;-43;44;66;66;58;204969;0;0;60;197670;0;57;1;212029;111057;0;0;0;203119;0;204969;0;1;0;1;44;500000;45;68;55;-3;203119;204969;1;6;0;-1;56;68
111059;0;255;255;0;0;128;255;-19;128;0;Ceará Sporting Club;1;128;50;-1;208896;2;9;-1;1;1598;50;50;50;50;1;-44;50;50;50;50;208896;1;0;50;208896;0;50;2;208896;111059;0;0;0;208896;0;208896;0;0;0;0;50;300000;50;50;50;-3;165804;208896;0;8;0;-1;50;50
111065;215;14;144;102;51;237;26;41;207;51;Real Salt Lake;1;22;47;-1;215886;2;7;-1;2;694;70;68;70;70;1;-112;69;67;67;58;215886;0;130;34;186529;1;44;4;186529;111065;0;0;0;248870;0;215886;0;0;0;1;71;21000000;68;68;74;-7;206633;215886;0;4;0;-1;78;70
111072;211;11;200;150;150;0;27;51;0;150;World XI;1;0;57;-1;177003;2;20;-1;2;1;0;0;0;0;1;7;38;0;0;49;199564;2;0;1;177003;1;56;2;177003;111072;0;2;0;177003;0;177003;0;1;0;1;65;0;77;0;51;1;177003;1;0;20;0;-1;49;0
111082;211;237;255;149;0;255;0;54;255;69;Arka Gdynia;26;255;45;-1;224014;2;8;-1;2;111091;63;65;63;65;1;18;36;65;65;41;224014;1;4;22;224014;0;49;2;176261;111082;0;0;0;189715;1;224014;0;0;0;0;38;7625000;53;65;33;2;224014;224014;0;3;0;-1;53;65
111083;211;0;240;1;255;240;5;50;215;228;Korona Kielce;26;1;43;-1;238005;2;5;-1;2;1873;66;65;66;65;1;20;39;64;64;39;197961;1;16;24;176210;1;57;2;176210;111083;0;1;0;189569;0;176210;0;0;0;0;36;1545000;41;65;31;2;176210;176210;0;2;0;-1;71;65
111086;211;51;0;15;196;0;153;50;83;13;Piast Gliwice;26;205;60;-1;182053;2;8;-1;1;874;67;66;67;64;1;18;52;65;65;54;182053;1;32;55;182053;0;64;2;182053;111086;0;2;0;155422;0;182053;0;1;0;1;52;2500000;34;66;38;2;182053;182053;0;2;0;-1;54;64
111091;211;156;0;255;255;0;73;54;64;255;Lechia Gdańsk;26;0;60;-1;163297;2;12;-1;2;110746;69;69;69;70;1;18;39;65;65;34;163297;1;152;54;163297;0;52;2;163297;111091;0;2;0;185405;0;163297;0;1;0;1;39;3375000;54;69;34;2;194083;163297;0;5;0;-1;64;70
111092;211;142;0;255;255;187;80;51;10;255;Śląsk Wrocław;26;4;46;-1;176636;2;15;-1;2;1871;67;67;67;72;1;16;38;66;66;53;176636;1;52;55;204381;1;63;2;222163;111092;0;0;0;155657;0;176636;0;0;0;0;37;1875000;57;67;37;2;155657;176636;0;5;0;-1;57;72
111099;240;230;255;80;20;30;52;-26;120;140;South Africa;1;50;27;-1;225139;2;10;-1;1;111130;72;72;72;71;1;27;39;72;72;39;220245;0;528;37;225139;1;40;2;225139;111099;0;0;0;219911;0;222560;0;0;0;0;38;0;58;72;38;2;206126;225139;0;4;0;-1;68;71
111107;211;223;0;43;255;0;223;-34;215;255;Kazakhstan;1;215;50;-1;213420;2;20;-1;1;1357;50;50;50;50;1;-58;50;50;50;50;213420;1;0;50;192294;0;50;2;192294;111107;0;0;0;168808;0;213420;0;0;0;0;50;0;50;50;50;-3;192294;213420;0;3;0;-1;50;50
111108;211;255;255;1;255;245;255;-12;1;1;Peru;1;2;66;-1;236259;2;10;-1;2;111459;72;71;72;71;1;-77;49;68;68;70;236259;0;80;40;236259;0;70;2;236259;111108;0;2;0;150525;1;236259;0;0;0;0;53;0;56;71;46;-5;150525;236259;0;3;0;-1;80;71
111109;216;225;252;168;0;200;22;10;25;54;Colombia;1;1;48;-1;198710;2;10;-1;1;111487;78;78;78;80;1;-74;66;77;77;63;198710;0;400;41;198710;1;41;4;198710;111109;0;0;0;198710;0;198710;0;0;0;0;68;0;73;78;71;-5;198710;198710;0;7;0;-1;45;80
