playerid;firstname;lastname;nationid;birthdate
225033;Malik;Sellouki;18;152465
219953;Adrián;Embarba;45;149590
251191;Jim;Allevinah;115;150616
215502;Bartłomiej;Drągowski;37;151520
229092;Aminu;Umar;133;150623
259848;Jon;Aramburu;61;153319
222959;Stefano;Moreo;27;150009
232059;Juan Muriel;Orlando;52;148444
235126;Francesco;Orlando;27;151198
236046;Ivan;Zlobin;40;151355
258210;Nicolás;Marichal;60;152826
231383;Yavuz;Aygün;48;151102
241391;Kadir Kaan;Özdemir;48;151714
234453;Cem;Özdemir;48;149671
223767;Özgür;Özdemir;48;150568
248854;Berat;Özdemir;48;151797
270565;Orkun;Özdemir;48;150671
264286;Yusuf;Özdemir;48;152760
206254;Miroslav;Stevanović;8;148942
275690;Nemanja;Stevanović;51;149591
197925;Alen;Stevanović;51;149104
212442;José Pedro;Malheiro de Sá;38;149845
233419;Raphael;Dias Belloli;54;151272
159096;Sölvi;Ottesen;24;146589
240019;Nikolai;Baden Frederiksen;13;152523
235642;Ryan;Yates;14;151614
226507;Jerry;Yates;14;151238
264309;Arda;Güler;48;154267
263020;Semih;Güler;48;150527
229676;Brandon;Haunstrup;14;151223
235496;Oliver;Rathbone;14;151207
213677;Ben;Killip;14;150886
253288;Hugo;Magallanes;60;151527
223282;Alliou;Dembele;18;148033
244277;Kelland;Watts;14;152326
222027;Jared;Watts;95;149495
236364;Dylan;Watts;25;151390
247361;Brenden;Aaronson;95;152680
260523;Paxten;Aaronson;95;153718
222368;Anton;Miranchuk;40;150848
214092;Alexey;Miranchuk;40;150848
152961;Mariusz;Pawelec;37;147375
234886;Milan;Dimun;43;151186
201438;Hannes;Van Der Bruggen;7;149919
203853;Maximilian;Sax;4;149789
210831;Birger;Verstraete;7;150299
237333;Louis;Verstraete;7;152143
215036;Fernando;Cornejo;55;150918
213591;Juan;Cornejo;55;149002
219285;Brayan;Beckeles;81;147238
224271;Thomas;Goiginger;4;149902
235222;Siebe;Horemans;7;151807
234912;Joël;Geissmann;47;149890
213509;Lucas;Alves de Araujo;54;149666
235575;Faissal;El Bakhtaoui;18;149775
214679;Henrik;Gjesdal;36;150028
235223;Justin;Shaibu;13;151590
210914;Federico;Rosso;52;147818
253262;Jean;Rosso;60;151386
261144;Ivan;Nevistić;10;151866
257920;Casper;Tengstedt;13;152537
193056;Rangelo;Janga;34;149569
195861;Yaroslav;Rakitskyi;49;148582
207753;Ban Suk;Oh;167;148142
248712;Hyeon-Gyu;Oh;167;152852
228130;Seung Hoon;Oh;167;148183
216406;Kwang Jin;Oh;167;147791
165908;Beom Seok;Oh;167;146751
279570;Zhengyu;Huang;155;151313
217157;Xiyang;Huang;155;147071
181971;Bowen;Huang;155;147830
205295;El Arbi Hillal;Soudani;97;147965
205857;Eric;Mathoho;140;148792
212094;Edward;Zenteno;53;146880
215092;Mauricio;Zenteno;55;146652
213420;Bauyrzhan;Islamkhan;165;149882
260734;Conrad;Wallem;36;152545
263227;Williot;Swedberg;46;153877
253147;Toni;Datković;10;150138
221985;Niko;Datković;10;149939
273027;Abdulrahman;Al Korbi;182;150423
273126;Shahin;Saghebi;161;150065
275822;Oleg;Chuvaev;49;147934
279483;Kakhi;Makharadze;20;147929
235095;Enrique;Serje;56;150933
189502;Maikon Fernando;Souza Leite;54;148217
244006;Lucas;Henrique da Silva;54;150594
218614;Clésio;Baúque;130;150477
222780;Vasilis;Aggelopoulos;22;151332
232382;Toshiyuki;Takagi;163;149242
191255;Sultan Khalef;Al Beshi;183;148760
210786;Sultan Ali;Al Sawadi;183;149811
206419;Hovhannes;Hambardzumyan;3;149009
265666;Matías;Ormazabal;55;151918
225636;Lukas;Boeder;21;151397
238975;Marius;Sowislo;21;146128
242079;Kristijan;Bistrovic;10;151753
242272;Marios;Ogboe;22;150476
242274;Matteo;Della Morte;27;152293
210822;Douglas;Justino de Melo;54;150274
239961;Juan Esteban;Moreno;56;152209
210113;Gerardo;Moreno;83;150161
227515;Diego;Moreno;56;150981
235467;Marcelino;Moreno;52;150734
205566;Alberto;Moreno;45;149649
245055;Aníbal;Moreno;52;152152
214343;Didier;Moreno;56;149355
243157;Iván;Moreno;83;151671
217036;Alexandre;Moreno;45;149987
208093;Gerard;Moreno;45;149560
260565;Marcelo;Moreno;61;150439
229491;Alan;Moreno;55;150861
245359;Carlos;Moreno;83;151683
260401;Carlos;Moreno;61;149216
242337;Daniel;Moreno;56;151051
212416;Amando;Moreno;95;150811
225435;José Luis;Moreno;56;151219
247933;Santiago;Moreno;56;152496
240982;Júnior;Moreno;61;150029
225811;Marlos;Moreno;56;151187
221737;Yairo;Moreno;56;150652
187075;Dayro;Moreno;56;147165
229071;Karim;Onisiwo;4;149539
231745;Landry;Dimata;7;151533
240218;Alexander;Weidinger;21;151458
223814;Damon;Mirani;34;151057
212040;Ulrik Yttergård;Jenssen;36;151122
219814;Sean;Klaiber;92;150405
225542;Charlie;Colkett;14;151171
213094;Storm;Roux;198;149841
208017;Ivan;Santini;10;148508
220245;Bongani;Zungu;140;149745
221284;Jonathan;Gradit;18;149791
275502;Nikola;Asceric;51;149206
224490;Zeki;Çelik;48;151337
187898;Mervan;Çelik;46;148878
234033;Borja;Lasso De La Vega;45;150194
212450;Yong Ji;Park;167;149745
212912;Ji Soo;Park;167;150358
231939;Jung Ho;Park;167;151338
212816;Joon Kang;Park;167;149254
234556;Yo Han;Park;167;150544
222698;Dae Han;Park;167;149218
237987;Dae Han;Park;167;151033
207544;Sun Yong;Park;167;148438
212430;Sun Ju;Park;167;149548
234182;Ha Ram;Park;167;150051
226652;Yong Woo;Park;167;150081
233279;Dong Jin;Park;167;150537
212319;Hee Seong;Park;167;148829
232356;Tae Hong;Park;167;149181
234368;Si Yun;Park;167;149950
258922;Marvin;Park;45;152451
233017;Han Bin;Park;167;151553
191911;Jun Tae;Park;167;148703
202952;Jin Po;Park;167;147861
202295;Gi Dong;Park;167;148307
191675;Jong Jin;Park;167;147811
202290;Yo Han;Park;167;148383
180293;Won Jae;Park;167;146689
165889;Chu Young;Park;167;147097
191566;Joo Ho;Park;167;147652
204387;Juan Carlos;Real Ruiz;45;149171
265761;Cristian;Volpato;27;153799
216425;Giorgi;Gvelesiani;20;149222
228962;Francisco José;Perdomo Borges;45;150242
264460;Petar;Zovko;8;153199
186153;Wojciech;Szczęsny;37;148840
222639;Roberto;Ramírez;52;151112
256161;Moisés;Ramírez;57;152637
244946;Ivan;Ramírez;58;150535
272325;Erinson;Ramírez;59;151728
253898;Jeizon;Ramírez;61;152833
235515;Benito;Ramírez;45;150750
232189;Nicolás;Ramírez;55;151410
252164;Jesús;Ramírez;61;151778
220765;Pedro;Ramírez;61;149699
212332;Robin;Ramírez;58;148682
217731;Sandro;Ramírez;45;150748
222116;David;Ramírez;83;150906
221378;Carlos;Ramírez;56;148123
214665;Juan;Ramírez;52;149973
205207;Cristian;Ramírez;57;150417
242372;Kevin;Ramírez;60;150284
237137;José;Ramírez;56;147929
261275;Matías;Ramírez;52;152092
242178;Juan David;Ramírez;56;151533
228211;Eric;Ramírez;52;151188
259252;Eric;Ramírez;61;151978
196433;Luis Alberto;Ramírez;59;146855
226754;Ismaël;Bennacer;97;151624
229456;Lorenzo;Dickmann;27;151191
237295;Emmanuel;Latte Lath;108;152021
244288;Adam;Idah;25;152792
240452;M'Bala;Nzola;98;151154
205351;Alex;Pritchard;14;149951
239819;Sincere;Seth;133;151772
242528;Thomas;Buitink;34;152550
212594;Mikey;Lopez;95;149879
238976;Mathias;Lopez;55;151145
240689;Jonathan;Sandoval;60;147812
233892;Tomás;Sandoval;52;152108
233307;Michael;Sandoval;55;150662
236265;Ray;Sandoval;59;150602
241979;Raúl;Sandoval;83;152402
217167;Gael;Sandoval;83;150867
214719;Gabriel;Sandoval;55;146613
194999;Gregg;Wylde;42;149179
222405;Liam;Kinsella;25;150977
215914;N'Golo;Kanté;18;149185
236244;Toby;Sibbick;14;152162
232187;Adam;Berry;195;151490
223085;Luke;Berry;14;149656
256018;Miguel;Berry;45;151548
223159;Robert;Dickie;14;150986
230149;Jack;Senior;14;151302
226724;Courtney;Senior;14;151470
260417;Jesús;Piñuelas;83;151740
213351;Sasa;Matic;46;150096
257437;Rubin;Colwill;50;153232
262859;Levi;Colwill;14;153537
223810;George;Maris;14;150989
254685;Nawaf;Boushal;183;152278
233218;Milad;Mohammadi;161;150100
233519;Rezo;Gavtadze;20;150750
258575;Emmanuel;Agbadou;108;151457
214006;Yerson;Candelo;56;149517
216176;Thomas;Zündel;4;147994
271833;Enis;Çokaj;1;152073
221944;Peter;Michorl;4;150687
221969;Filip;Mladenović;51;149324
214356;Jerson;Malagón;56;150005
232654;Luis;Malagón;83;151350
246667;Joaquín;Novillo;52;151704
210881;John;McGinn;42;150484
211707;Paul;McGinn;42;149027
186839;Niall;McGinn;35;147837
198024;Yann-Erik;de Lanlay;36;149597
209002;Mandé;Sayouba;108;149994
228044;Fredrik;Krogstad;36;150715
211264;Gaspar;Servio;52;149531
215061;Darío;Benedetto;52;148869
263287;Ivan;Schranz;43;150084
271482;Luca;D'Andrea;27;154095
278081;Yang;Yu;155;147014
224558;Rui;Yu;155;149686
202995;Jun Soo;Yu;167;148130
203237;Sang Hun;Yu;167;148512
202102;Hai;Yu;155;147791
183997;Dabao;Yu;155;148110
182411;Hanchao;Yu;155;147692
191532;Yang;Yu;155;148585
196434;Josepmir;Ballón;59;148082
206368;David;Goresh;26;145111
260811;Luciano;Guaycochea;61;149577
261884;Diego;Calcaterra;52;152957
271322;Horacio;Calcaterra;52;148420
271433;Omri;Glazer;26;150994
272551;Lukáš;Skovajsa;43;150279
274122;Morteza;Tabrizi;161;149103
264513;José;Guidino;59;151171
238408;Carlos;De las Salas;56;151770
236458;Achilleas;Poungouras;22;150905
232369;Daisuke;Nasu;163;145728
237452;Shinya;Yajima;163;150211
216514;Boris;Sagredo;55;148447
255798;Jesús;Sagredo;53;150262
238375;José;Sagredo;53;150262
172332;Rainford;Kalaba;147;147497
223285;Mohamed;Larbi;145;147881
240628;Dario;Šarić;8;151439
271113;Stefan;Spirovski;19;148967
268061;Alex;Amado;54;147755
241992;Gabriel;Cortez;57;150841
260478;Sorba;Thomas;50;152044
257253;Bobby;Thomas;14;152780
215950;Jack;Thomas;14;151078
225694;Terell;Thomas;14;150849
220894;George;Thomas;50;151372
220763;Ryan;Thomas;198;150547
212261;Brandon;Thomas;45;150593
235648;Josh;Thomas;14;152126
270345;Nigel;Thomas;34;153303
221355;Nathan;Thomas;14;150463
235059;Luke;Thomas;14;152069
254470;Luke;Thomas;14;152911
203423;Lawrence;Thomas;195;149592
234282;Louis;Samson;21;150742
238506;Orhan;Vojic;4;151309
231646;Przemysław;Płacheta;37;151736
244725;Evert;Linthorst;34;152447
235704;Sam;Todd;25;151768
262100;Radinio;Balker;34;151900
235663;Guus;Til;34;151645
208787;Adrien;Thomasson;18;150172
204442;Dimitri;Mohamed;18;148528
254247;Mostafa;Mohamed;111;151621
205334;Anthony;Koura;101;149954
223211;Gustavo;Furtado;54;150198
239453;Steeve;Furtado;18;150519
240502;Ozer;Ozdemir;18;151690
231433;Aitor;Cantalapiedra Fernández;45;150964
254507;Manuel;Nieto Sánchez;45;151742
242509;Dawid;Błanik;37;151394
274828;Alejandro;Calvo Mata;45;153877
233738;Igor;Zubeldia;45;151378
243016;Alberto;Soro Álvarez;45;152087
198062;Fco. Javier;Atienza Valverde;45;148750
233623;Bruno;Sávio da Silva;54;150406
230758;Matej;Pučko;44;150107
216352;Marcelo;Brozović;10;149783
229460;Andrea;Nalini;27;148903
201514;Elias;Kachunga;110;149575
193789;Elio;Calderini;27;148162
213375;Antonio;Vacca;27;148865
215363;Lorenzo;Montipó;27;150974
240688;Michele;Volpe;27;151548
256658;Jessic;Ngankam;21;152586
270465;Badredine;Bouanani;18;154188
223134;Zeki;Yavru;48;149345
271278;Tuncer Duhan;Aksu;48;151543
204731;João Carlos;Reis Graça;38;148550
207833;Leonardo;Navacchio;54;149825
239765;Milos;Vulic;51;151155
205215;Igor;Rossi Branco;54;148436
220090;Raphael;Rossi Branco;54;148938
278661;Yarek;Gasiorowski;45;154223
207559;Simon;Tibbling;46;150443
221953;Ben;Whitfield;14;150982
233840;Eboue;Kouassi;108;151636
227939;Jean Evrard;Kouassi;108;150461
212718;Dillon;Powers;95;149142
240506;Frank;Arhin;117;152066
224656;Ola;Aina;133;151205
238944;Žan;Majer;44;149669
244261;Lovro;Majer;10;151671
239581;Rade;Dugalić;51;149772
240422;Vasiliy;Lukichev;40;149462
207981;Oleksandr;Shevelyukhin;49;146049
210264;Thomas;Vollnhofer;4;146786
220968;Ahmed;El Messaoudi;129;150773
228562;Raphael;Sallinger;4;150900
263880;Julen;Agirrezabala;45;152745
237995;Diego;Lainez;83;152545
226697;Mauro;Lainez;83;151053
239806;Amine;Khammas;129;152115
269652;Viktor;Boone;7;151679
271838;Toma;Bašić;10;151253
225974;Scott;McKenna;42;151240
236013;Daniel;McKenna;25;152365
216730;Stian;Gregersen;36;150695
257338;Renzo;Tesuri;52;151082
235950;Facundo;Barceló;60;149918
269182;Antonio;Raimondo;27;153923
223344;Shihao;Wei;155;150656
279450;Zhen;Wei;155;151332
208123;Joeri;de Kamps;34;149503
211439;Thamsanqa;Gabuza;140;147844
221853;Haolun;Mi;155;149838
239438;Teenage;Hadebe;148;150818
273086;Omid;Noorafkan;161;151388
230684;Jesús;Marimón;56;151906
265776;Rui Pedro;Ribeiro Gomes;38;151536
242256;Eric;Calvillo;95;151656
203150;Agenor;Detofol;54;148712
207797;Yaya;Banana;103;149307
208925;Fahad;Al Reshedi;183;149256
203766;Ahmed;El-Shenawy;111;149231
203616;Anastasios;Kissas;11;148019
204175;Jeron;Al-Hazaimeh;21;149506
234387;Hendrik;Starostzik;21;149184
238947;Justin;Gerlach;21;148765
242130;Dionatan;Machado de Oliveira;54;149819
233119;Michael;Olunga Ogada;120;150278
237299;Tae Jeong;Kuk;167;150814
241497;Colin;Dagba;18;151906
242290;Michael;Antkowiak;37;152339
233463;Steffen Lie;Skålevik;36;149859
234229;Ross;McCrorie;42;151731
242260;Besim;Šerbečić;8;151775
242335;Camilo;Candido;60;150711
214419;Juan Ignacio;Duma;52;150170
227878;Callum;Guy;14;151253
217606;Emmanuel;Boateng;117;150210
224540;Emmanuel;Boateng;117;151067
212782;Hiram;Boateng;14;150931
238987;Kennedy;Boateng;144;151257
235261;Luka;Bogdan;10;151009
210950;Pablo;De Blasis;52;148036
230642;Maurice;Nugent;25;151865
204459;Ben;Nugent;14;150160
216981;Gervane;Kastaneer;34;151084
257439;Richard;Ofori;117;150133
247258;Lawrence;Ofori;117;151833
252438;Kelvin;Ofori;117;152958
222844;Walace;Souza Silva;54;150652
192091;Welinton;Souza Silva;54;148467
234278;Steve;Breitkreuz;21;149480
205330;Jeff;Louis;80;149683
202721;Abdul;Razak;108;149778
213823;Cristián;Rojas;55;147259
271395;Alexis;Rojas;59;151028
214168;Jorge;Rojas;58;149835
214919;Diego;Rojas;55;150604
251498;Javier;Rojas;53;150937
214390;Henry;Rojas;56;147844
233404;Iván;Rojas;56;151494
228212;Andy;Rojas;72;154550
246914;Robert;Rojas;58;151044
233424;Johan;Rojas;57;151517
237183;Matías;Rojas;58;150865
236668;Gabriel;Rojas;52;151462
229381;Pablo;Rojas;56;149363
174658;Royner;Rojas;72;153277
195031;Joao;Rojas;57;148532
208018;Thomas;Lam;17;150180
256358;Jake;Garrett;14;153549
211096;Marcus;Fraser;42;150367
207807;Ryan;Fraser;42;150248
217825;Gary;Fraser;42;150376
205145;Scott;Fraser;42;150647
225182;Jarlan;Barrera;56;150817
203969;Edson;Seidou;18;149376
218744;Jack;Byrne;25;151038
222092;Alex;Byrne;25;150625
225321;Alex;Byrne;14;151325
219667;Daniel;Byrne;25;149955
237345;Thomas;Byrne;25;152045
213700;Sam;Byrne;25;150581
208290;Luke;Byrne;25;150017
238219;Alec;Byrne;25;152191
180351;Conan;Byrne;25;147095
236629;Christopher;Opéri;108;151408
194879;Sergi;Enrich Ametller;45;148789
199157;Antonio Manuel;Luna Rodriguez;45;149173
241474;Jón Dagur;Þorsteinsson;24;151984
239782;Bryan;Acosta;81;150156
221634;Luciano;Acosta;52;150344
213209;Kellyn;Acosta;95;150763
220101;Marcos;Acosta;58;149290
215421;Deyverson;Acosta;54;149225
232692;Guillermo;Acosta;52;148305
206110;Joel;Acosta;52;149113
231973;Danilo;Acosta;81;151610
220624;Lucas;Acosta;52;150629
188268;Lautaro;Acosta;52;148075
223682;Àlex;Granell Nogué;45;148216
213516;Ricardo;Horta;38;150451
226370;André;Horta;38;151235
190424;Enock Kofi;Adu;117;148989
219848;David;Costas;45;150643
254263;Vicente;Esquerdo Santas;45;152021
198630;Alvaro;Arroyo Martínez;45;148205
215069;Rodrigo;Rey;52;149164
207555;Filip;Helander;46;149940
210736;Emerson;Palmieri dos Santos;27;150408
232340;Abdullahi;Nura;133;151518
251809;Sven;Botman;34;152396
203780;Frédéric;Veseli;1;149787
226249;Moses;Odjer;117;151153
226468;Andrea;Favilli;27;151426
155463;Valerică;Găman;39;148423
235239;Othman;El Kabir;34;149295
189849;Moestafa;El Kabir;129;148280
208169;Levent;Gülen;47;150248
239892;Yunus;Akgün;48;152573
209911;Chisamba;Lungu;147;149128
228650;Francisco;Geraldes;38;150666
220414;Diego;Rico;45;149882
240045;Ivan;Ljubić;4;151112
223530;Mads;Justesen;13;146175
254005;Íñigo;Sainz-Maza Serna;45;151821
211522;Alexander;Callens;59;149587
240547;Ivan;Ignatiev;40;152025
194656;Alexey;Nikitin;40;149489
200094;Magomed;Ozdoev;40;149772
224371;Jarrod;Bowen;14;151278
235135;Husein;Balic;8;150969
225715;Saša;Živec;44;149189
239240;Hubert;Maślanka;37;151804
232342;Maximiliano;Lugo;58;148705
201043;Brecht;Dejaegere;7;149246
224191;Alessandro;Ciranni;7;151103
214129;Stiven;Barreiro;56;150363
229509;Michael;Perlak;4;147266
214849;Agustín;Parra;55;148528
235534;Daniel;Parra;83;152220
227164;Deiver;Parra;56;149463
214238;Pablo;Parra;55;150367
239128;Tracy;Mpati;7;149604
240537;Lukas;Wackerle;4;150832
209006;Marcos;Riveros;58;148249
233476;Blás;Riveros;58;151688
240138;Williams;Riveros;58;149817
256887;Taylor;Booth;95;152901
201078;Callum;Booth;42;149247
235141;Phillip;Menzel;21;151884
207868;John;Mountney;25;149881
233275;Gary;Kinneen;25;151471
220851;Franco;Leys;52;150119
262402;Sergi;Cardona;45;152208
229537;Tomás;Cardona;52;150841
236393;Marc;Cardona;45;149047
222577;Jown;Cardona;56;150567
233367;Irvin;Cardona;18;151509
235888;Irvin;Cardona;18;151509
215165;Ciro;Rius;52;148302
226378;Ramón;Ábila;52;148654
211000;Yordan;Minev;9;145367
268558;Momcilo;Raspopović;15;150274
269507;Steve;Kapuadi;18;151774
260144;Charlie;Patino;14;153770
265898;Dmytro;Lytvyn;49;151249
241647;Joel;Qwiberg;46;149745
270018;Mirko;Ivanić;51;150084
271653;Juan Danilo;Santacruz;58;150721
272345;Ahmed;Barman;190;150229
272851;Anton;Saroka;6;149527
273355;Zeljko;Ljubenović;51;145635
204969;Thomás;Bedinelli;54;149883
236585;Ju An;You;167;151928
231567;Bikash;Jairu;159;145881
192294;Tanat;Nuserbayev;165;147637
271006;Donashano;Malama;147;147818
239078;Stefan;Schimmer;21;150311
234177;Niall;Ennis;14;152159
239746;Lukas;Watkowiak;21;150989
207651;Dolly Doningos;Menga;98;149950
239477;Abdulsamed;Damlu;48;152225
168435;Salvatore;Sirigu;27;147648
273034;Agustín;Sant'Anna;60;151497
231533;Richard;Jensen;17;151000
229723;Mathias;Jensen;13;150924
231237;Peter Vindahl;Jensen;13;151701
239379;Victor;Jensen;13;152423
238792;Leon;Jensen;21;151428
234889;Fredrik;Jensen;17;151541
198811;Fredrik Oldrup;Jensen;36;149966
208878;Mitchel;Paulissen;34;149939
259085;Fernando;Tapia;83;152918
220673;Renato;Tapia;59;150767
236677;Ignacio;Tapia;55;152072
229459;Iván;Tapia;52;151981
214534;Anthony;Tapia;56;147652
272338;Stanislav;Ivanov;9;152125
268522;Filipp;Ivanov;6;148934
258599;Robert;Ivanov;17;150455
227693;Nikola;Gjorgjev;19;151523
219948;Jason;Cummings;195;150771
217054;Harold;Cummings;87;149523
209886;Anthony;Caceres;195;149735
220833;Anthony;Mandrea;18;151283
233550;Samuel;Grandsir;18;151150
240725;Ismael;Aaneba;18;152168
253444;Arnaud;Kalimuendo;18;153135
203933;Hervé;Lybohy;18;146379
225853;Rayan;Raveloson;124;151305
229353;Mart;Ristl;21;151112
210214;Jozabed;Sánchez Ruiz;45;149164
211132;Andrés Tomás;Prieto Albert;45;150118
213937;Ager;Aketxe Barrutia;45;150192
239053;Federico;Valverde;60;151857
211340;Gabriel;Valverde;53;148907
250955;Josip;Stanišić;10;152477
252794;Adrián;Bernabé;45;152896
244728;Sem;Steijn;34;153066
224387;Alessandro;Semprini;27;151709
223137;Federico;Bonazzoli;27;151430
246267;Dominik;Kotarski;10;152425
192612;Mato;Jajalo;8;148147
253386;Josh;Flint;14;152671
202408;Aden;Flint;14;148559
235476;Ivan;Varone;27;149747
205678;Edin;Višća;8;148780
269840;Muammer;Sarıkaya;48;151694
240931;İbrahim;İşçi;48;151049
253354;Hernán;Galíndez;57;147725
211870;Dimitrij;Nazarov;5;148826
247668;Konan;N’Dri;108;152685
272505;Endrick Felipe;Moreira de Souza;54;154778
216322;Jordy;Hiwula;14;150457
225191;Ben;Richards-Everton;14;149387
214025;Cristian;Higuita;56;150205
216811;Kendall;Waston;72;148002
220970;Victor;Sköld;46;148579
221711;Chris;Duvall;95;149350
226440;Patrick;Doody;95;149575
232175;Dzenis;Kozica;46;149946
187659;Dmitriy;Tarasov;40;147713
226029;Anatoliy;Katrich;40;150383
213878;Welinton Júnior;Ferreira dos Santos;54;149987
238479;Renê;Ferreira dos Santos;54;149574
234355;Ravanelli;Ferreira dos Santos;54;151530
183228;Błażej;Augustyn;37;148027
205386;Guillaume;Hubert;7;150204
206269;Laurent;Jans;31;149680
242755;John;Yeboah;57;152559
229217;Yaw;Yeboah;117;151376
213369;Kwame;Yeboah;195;150346
210556;Lucas Eduardo;Santos João;38;150075
220908;Andy;Kawaya;7;151159
225533;Chris;Bedia;108;150988
226797;Víctor;Malcorra;52;147841
231423;Casper;De Norre;7;151327
251756;Randy;Nteka;18;151629
197837;Dedryck;Boyata;7;149064
215635;Ryan;Scully;42;149765
188917;Jørgen;Skjelvik;36;149283
207926;Andreas;Linde;46;150033
240285;Tobias;Børkeeiet;36;152127
240970;Martín;Payero;52;151908
263887;Jonas;Urbig;21;153700
262171;Edoardo;Bove;27;153251
168074;Giorgos;Merkis;11;146752
206065;Simon;Sluga;10;149904
211108;Fernando;Henrique Conceição;54;149903
243294;Tobe;Leyse;7;153183
